Tweet,label
"Good morning, @mirandaanzures .... Only about eight hours until Noodles.... The only positive thing I can think of right now",Not suicidal
@nomadicmatt i'd like to be linked on your site http://www.worldresolution.net/travel,Not suicidal
"@iwrotethis: Nope, you just caught me, cheers, I'm sure I will. Hope the sunshine holds out for you",Not suicidal
#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,Not suicidal
How can i motivate myself,Suicidal
I'm sitting in Burger King with my whopper on the table in front of me,Not suicidal
RT @camphalfblood: Random commenter asked why I had such an extreme social warrior agenda in Magnus Chase. What he calls extreme social jus…,Suicidal
RT @llvv0i: I am not correcting anything I just live my life calmly and I have nothing to do with what is going on this miserable world,Suicidal
"@PickNicole Yes, indeed. With copious amounts of whipped cream",Not suicidal
@strekr Wasn't the Miami valley already frozen? It's WINTER!,Not suicidal
why do I have to go through this life?,Suicidal
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",Not suicidal
"YALL im sad cause I keep seeing tweets about invisible and the fact that it was a suicide note, and like I already… https://t.co/FTr8WA8GLz",Suicidal
"@mint69 yo mate it is working! like a charm, be prepared to tweet my feed! some interesting people to follow too if you can find them",Not suicidal
@lucyinglis I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough when… https://t.co/txOkQtHTs4,Suicidal
*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,Not suicidal
@markgeollli Pls don’t bring this image to my mind I’m not ready to die,Suicidal
"sis, don't. my life isnt how you  think it is. my life is a miserable.",Suicidal
@Allanahk but 26 characters? Yr last tweet wouldn't have made the cut...,Not suicidal
⚡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up… https://t.co/uSJJTGfjeR,Suicidal
" The world crashing, bitterness, intense pain ",Suicidal
Wishing you all the happiness and love in the…,Not suicidal
"@ddlovato i've been at school since yesterday ! GOOD MORNING DEMI LOVATO , im a fan from canada !",Not suicidal
@MarthaStewart proof?,Not suicidal
somebody just fucking kill me please,Suicidal
@tommcfly http://twitpic.com/2y9c6 - hide it well from everyone!,Not suicidal
Tuesday in the great metropolis of Hanover... what could be better,Not suicidal
Going to school and enjoying my last day as a 16 year old but too,Not suicidal
RT @floweryhillside: I don’t want them to come for my account. Literally the only thing keeping me through the miserable existence that is…,Suicidal
"@mykitchenstore we are planning our first one this year, egg hunt that is",Not suicidal
"It snowed! Okay, there's not enough to build Frosty, but it snowed. As long as it's cold, it might as well snow...Enjoy your day",Not suicidal
"@Overspill Well, can you link me to it anyway???",Not suicidal
RT @ZachStafford: I used to check the Forbes 30 Under 30 list every year to see if I could find a husband on it.,Suicidal
I am a thousand percent done with “protocols” and everything else. I am tired of explaining and giving further back… https://t.co/4I6B8qUF8f,Suicidal
@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,Not suicidal
RT @VRachal33: I swear to move forward or get ahead in life,Not suicidal
@balsamicth I couldn't hit you up? I hate it when this happens. I hate myself when i do it. Yet i do it constantly.… https://t.co/WZwSi1OKCm,Suicidal
Tired of living this life,Suicidal
"I will post this every single time it comes across and I will share how angry, how upset, how emotional I still am… https://t.co/mQLqvVplVb",Suicidal
Photo: eatsleepdraw: so weirdï¿½ I like it. http://tumblr.com/xig1jujl3,Not suicidal
RT @dccc: BREAKING: Democrats just FLIPPED #CA10 from #RedToBlue!!! Big congratulations to Congressman-elect @joshua_harder! #Midterms2018…,Not suicidal
Liter spent so much money tonight and literally one of the worst nights in a looo g time literally about to straigh… https://t.co/XEgK1zt0Xs,Suicidal
"@btchtits,Leven, Scotland,dont want to be here anymore",Suicidal
and that's why we are in the classrooms working with them. Right?,Not suicidal
@TiphaineSiovel Do I have to Tell....LOL,Not suicidal
@greyseer Decently functional. I'm at work today.,Not suicidal
Showcase Quick @ VIP romm on Thursday,Not suicidal
"@_creamqueen Lady, I’m on the hill ready to fucking just die already.",Suicidal
"asahi, giant and scared: PLEASE don’t eat my ass spirits",Suicidal
"@Kierra__Perry,Reno, NV,but I dont want to kill myself.I just want to be able to let other people have to not worry about me. I feel like I never make the best choice. I constantly feel like I am making wrong choices and I am just struggling. I'm fucking depressed and I just dont want to be here anymore",Suicidal
"@richard_bell nah, I think going sideways is best, really helps when dodging bullets",Not suicidal
"@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist",Not suicidal
@tommcfly i went to starbucks earlier,Not suicidal
"@GreigWells Haha, they are a flamin distraction",Not suicidal
f&amp;@k the weather!! I'm in Paris! Let's go have a beautiful day,Not suicidal
You know what I hate? Staying in class during breaks and hearing hormonal teenagers’ conversations. Somebody kill me please.,Suicidal
Today's goal: complete everything on my to do list! (or nap all day lol),Not suicidal
@rowanberry ohhh sending loads of Positive vibes your way,Not suicidal
@jodonahue Yes it is!,Not suicidal
@shruticute Hmmm... my mom... well... thanni thelichu vettutaanga...,Not suicidal
How to stop thinking about suicide,Suicidal
"@beelarge ohhhhh um I hope mine comes sooooooooooooooooooon! Does it look goog, give it ere lemme hav a look!",Not suicidal
i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,Not suicidal
Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,Not suicidal
"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",Suicidal
yumm jeremy kyle and a bacon sandwich,Not suicidal
Why am I alive?,Suicidal
"@aylush firstly, thank you secondly, is the kite runner historically off?",Not suicidal
gettin off the internet... gonna finish my hair,Not suicidal
feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,Not suicidal
@PoorBoyOnline Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but try… https://t.co/zijyqCpXoE,Suicidal
aj really not wwe champ anymore... I want to die,Suicidal
But his blood runs through my instrument and his song is i… https://t.co/vKSEal470M,Suicidal
@robjjones Moody Woods is absolutely awesome,Not suicidal
Measures to take to overcome suicidal thoughts,Suicidal
"ok, everyone who's racing this weekend, dm me with a picture of your car &amp; the make and model. i'll put it all up on my blog",Not suicidal
@LadyParadis Thanks. It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,Not suicidal
@Boddingtons baby id try anything for the first time wi you...,Not suicidal
"RT @0mysky: If you find someone that makes you happy, enjoy it... life is not fair nor give many opportunities... https://t.co/dCBwDeQVH8",Not suicidal
i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includ… https://t.co/86DCY27jXT,Suicidal
"@drrnlvngstn can i have yours? clouds have come in, i fear i may be too late to enjoy the weather",Not suicidal
Time to fly! Ord-dca-ord-clt 16hrs clt-ord-iad-mco 13hrs mco-ord hm in time for date night,Not suicidal
"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeL…",Suicidal
thanks for the photo @basibanget,Not suicidal
MEGA MONSTER MUNCH,Not suicidal
Damn I fucken hate shopping bc then I feel sooooo broke. Like I can’t even enjoy myself anymore,Suicidal
At least its not raining today,Not suicidal
The Orange TV #iPhone app is really disappointing. Low quality video streams and obviously nothing interesting on the TV,Not suicidal
"@richardsedley I'm absolutely interested! I'll shoot you my info in a DM, or of course feel free to share it in a reply and I'll retweet.",Not suicidal
Ooh. SnowboardLite is such a fun app.,Not suicidal
How to manage my relationship,Suicidal
@DodgerBlueOPJ He is good! He's down in Florida for MTS. He graduates in late April...He really happy about this,Not suicidal
Reminder: SR Release date set for Easter Sunday,Not suicidal
@kissability I'm actually listening to Chopin in the dark right now,Not suicidal
Just wanna fucking sleep and never wake up ever again 😔,Suicidal
...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,Suicidal
@LFTA What about Blur - Song #2 ???,Not suicidal
How does someone commit suicide?,Suicidal
@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),Not suicidal
@stbalkcom do u know ur joe is on here now?,Not suicidal
RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou…,Suicidal
"i'm home from school, yay! wasn't that bad actually, and i had a nice dinner with graceeeeee.",Not suicidal
might go out and see marble today,Not suicidal
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,Not suicidal
Is withdrawal from people helpful from commiting suicide?,Suicidal
"My band director just said &quot;As King Julian would say, don't play like pansies!&quot; LOL",Not suicidal
@familychoice If you have any questions feel free to email us at sales@jshop.co.uk or send a DM on Twitter,Not suicidal
u - understand what the fuck im doing wrong with my life,Suicidal
i hate myself so much i want to KILL myself how are y’all?!?!,Suicidal
How to cut a wrist. The end of blood.,Suicidal
is life even worth it,Suicidal
I'm tired of living tbh,Suicidal
"@bcuban @Popehat Not a lawyer, but I was diagnosed with depression when I was 12-13. My brother swore up and down t… https://t.co/eMWrR6PBWh",Suicidal
Mmm mummy's culinary skills has been improving. Smells so good! i'm loving home cooked food!,Not suicidal
nearly holidays on the other hand.... camping D: D: D:,Not suicidal
i wanna fucking kill myself,Suicidal
@nikki_morris ... and then look bemused when I take it off of their alloted hours,Not suicidal
Extremely tired of everything. I just want to die.,Suicidal
"@visualmadness Hehe, thanks.",Not suicidal
Brushin' mah teef. Secularly.,Not suicidal
@micheal25 Have a great day back at ya,Not suicidal
http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,Not suicidal
@lejeff oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,Not suicidal
Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,Suicidal
"Yes go keep on bringing me down, I swear I’ll deactivate my social medias and never come back because yeah you guys… https://t.co/x8YkSCbymZ",Suicidal
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not suicidal
"I don’t hate the player I hate the game, Jess Glynne is probably an awesome person but I will kill myself or someon… https://t.co/kIkyGgqYus",Suicidal
"@Silverlines will keep that in mind, thank you for the tips!",Not suicidal
"cya all later crew, i got a bit of work to do",Not suicidal
"RT @PostRoz: In AF1 call, Theresa May tried to flatter Trump with congratulations for GOP wins in the midterms. He responded by berating th…",Not suicidal
@philthatremains totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES!,Not suicidal
@willconley777 Thanks for helping share the PostRank love.,Not suicidal
@SILVERSUN You make the milk look REALLY good in your pictures,Not suicidal
RT @princessjmee: Never been to war but I get terrible nightmares that wake me up fighting for my life. #thisisus #ptsd,Suicidal
mhm up. ohh early for me!- &amp; i feel like whatching Open arms again [by gary go],Not suicidal
i wanna die. i don’t deserve a piece of anything. i don’t belong anywhere. i’m sick and tired of everything. the sa… https://t.co/8hbfNffXii,Suicidal
RT @ebuka_akara: The best Stan Lee Cameo ever 😂😂😂 https://t.co/leoQNCbXHG,Not suicidal
RT @AshleySantini: I go on YouTube to binge watch David dobrik wholeheartedly knowing I’m going to be sad bc i cant marry him or Scotty or…,Suicidal
@nellclothing @TdMPhotography Crikey! Check out the Manfrotto worshipers!,Not suicidal
ooo apple store is down ... so close? Credit card ready,Not suicidal
Then I feel like breaking apart,Suicidal
@nellypt Thank you I thought it was. Pass it around. Have a great day Luv ur stuff,Not suicidal
@LindseyLobo How did you know?? I LOVE it!,Not suicidal
@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,Not suicidal
@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,Not suicidal
@BruceLaBruce lol i'm thinking of moving to Berlin,Not suicidal
"@ohvember,Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",Suicidal
@sarahstanley hey! doing well - looking forward to meeting up with you and @cultvines in DC!,Not suicidal
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,Suicidal
"I’m tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Suicidal
"@JCred yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",Not suicidal
"is kicking back with a beer and watching, of all things, a tacky chick flick...eh....we gotta do it now and then",Not suicidal
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,Not suicidal
@Raiha Glad to hear you're making the switch. You will not be disappointed,Not suicidal
"@kimlet9 : oh, that was great! Thanks, I'll pass it around.",Not suicidal
@TdMPhotography Oh sorry would have replied earlier BUT was flickin thru my wonderful new book of ideas,Not suicidal
checking out twitter to see what i have heard is true,Not suicidal
in curand voi fi pe .ro thx to blogway si CNSC,Not suicidal
getting ready for class. much rather sleep,Not suicidal
"@UnclaimedAna2 The worst part is I tire easily and I love napping. Fortunately I don’t get tired until after work,… https://t.co/EyDeIthBBG",Suicidal
https://t.co/6MPqRunPeX https://t.co/6MPqRunPeX,Suicidal
poor @littlebrownpen ! Fortunately you have a good sense of humor,Not suicidal
@SLDalby Why YES xx,Not suicidal
Damn my FBI agent must hate me. I saw this as soon as i asked myself “why are you always tired?”.. https://t.co/vTORJSqCx3,Suicidal
Got a &quot;thing&quot; for doctor chics.,Not suicidal
Cool http://www.onlinemarktplatz.de/14177/twitter-fieber-bei-ebay/ ;_),Not suicidal
@JonathanRKnight,Not suicidal
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra da… https://t.co/6Y6UzBwbsR,Suicidal
is cleaning up. will start anew.,Not suicidal
"@jasonjdenis Good morning, Jason !!! Hope you're enjoying tweeting, my twitter friend !",Not suicidal
@paulhuse ouch,Not suicidal
@ShannonRenee,Not suicidal
@Pete_Brown That's In-and-Out,Not suicidal
"@suziam what 'bout something a bit more Lo-Fi.. Dictation (failing that, one of those projected keyboards)",Not suicidal
Damn .. I hate when I type so fast and the autocorrect changes go unnoticed ..smh at myself 🤦🏽‍♀️,Suicidal
@royaltybites : SLUMDOG MILLIONAIRE! OMG. Or the new one by James Patterson,Not suicidal
I want one of those http://bit.ly/9m1kO,Not suicidal
thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,Not suicidal
“Im going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has bee… https://t.co/inr5vuBccx,Suicidal
"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",Not suicidal
@carolw Misery loves company,Not suicidal
RT @TreyDiamonds: Hate the fact that I’m damn near forced to figure everything out by myself but it must be done,Suicidal
Omg the cringe I cant,Suicidal
@mousehunt hi,Not suicidal
ok that dinner rocked,Not suicidal
@mileycyrus lol the conbrainer store thats cute,Not suicidal
@SamanthaPaige3 This is the best thing to pop on my Twitter all day😂😂 what cracks me up is that billy is in it too😂😂😂,Not suicidal
Is it bad to commit suicide?,Suicidal
"I feel sorry for my 64 followers, cause my posts probably take up their entire page",Not suicidal
"@SpiritScribbler,,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",Suicidal
Is suicide the best remedy?,Suicidal
@bensummers Isn't that sweet of them.... Altruism at it's finest....,Not suicidal
"200 words over with still more to write, lame. burritos for tea",Not suicidal
can i move out already im tired of living with this old hag,Suicidal
"styling hunting today in Brick Lane and West End later on today, and I need to get a Canon 50mm f/1.8 lens at Jacobs",Not suicidal
@michaelgrainger heh heh but you cld use it for anything almost lol,Not suicidal
How can i get back selfworth?,Suicidal
I’m at the point of the semester where I’m so tired of everything. I just want to roll over and die.,Suicidal
We were approved for a cute townhome so much closer to work! I'm so excited!,Not suicidal
@Carly109 love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?,Not suicidal
RT @palestinianho: patient: i hate myself and i want to die,Suicidal
If commiting suicide would sort all of my problems?,Suicidal
"becaus honestly, you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gave… https://t.co/1RIuadu9mP",Suicidal
@chrisgarrett I'm up for it! can't wait to here more details,Not suicidal
@ozazure I just trimmed it. I'll post photos soon,Not suicidal
I feel suicidal but dont know who to talk to,Suicidal
"Just broke 10,000 in Xbox 360 Achievements",Not suicidal
almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,Suicidal
"@MagicMagid @Harryslaststand My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in ‘3… https://t.co/RerGDmgncL",Suicidal
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms o… https://t.co/QyPIHvQKMK",Suicidal
I’m a fucking lunatic when I get angry it’s so terrible I need to work on this so bad before I end up doing somethi… https://t.co/13FuEpPVue,Suicidal
I think it may be time for some really dirty songs from Nickelback lol,Not suicidal
@goobimama @EventBox isn't the best Twitter client for me. It's the simplicity and all-in-1 that makes me love it,Not suicidal
i'll be in london today. Wave if you see me,Not suicidal
"anyway if you cant accept that ive MOVED ON FROM YOU SICKOS, go fuck yourself, ill just keep avoiding your sorry asses",Suicidal
I hate being by myself. Bc everything a damn music video,Suicidal
RT @RICHSOLEEK: I’m happy I ain’t the same person I was last year.,Not suicidal
@JohnsHopkins Bloodstain on the carpet? Ready to gooo! http://short.to/3uqb,Not suicidal
@Jeicky_the_cat @skwi69 Thanks,Not suicidal
@mizphenomenal god wrote that i just typed it,Not suicidal
@modejunkie awww sweetness! But he's still a cutie!,Not suicidal
@meerajane I luv your blog too! Fashion is &lt;3,Not suicidal
"Home. Had uni today, got results back :HD, YEHHH! Its been 3 yrs, why am i always thinking of the wat ifs?",Not suicidal
"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",Suicidal
"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum Either that or you gotta tease him more, treat em mean.....",Not suicidal
@codyks Chick-Fil-A = bonus.,Not suicidal
Why is life so difficult?,Suicidal
Caffeinated and happy,Not suicidal
@MmmBaileys Me Happy Birthday! Loving the foxy avatar pic as well Serious party plans for the big day?,Not suicidal
@Mendelt Goodmorning dude! long time no see,Not suicidal
"Not just because the House has NEVER had a Black woman in leadership, but because…",Not suicidal
"@peterwalker78 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not suicidal
Never sought assistance,Suicidal
RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Suicidal
@polkadotbride He was slightly damaged to begin with so nothing to report there,Not suicidal
because of you-Reba Mcentire &amp; Kelly Clarkson,Not suicidal
"""Oh somebody kill me please!",Suicidal
"@sanguivori,kaycee!!♡ glenn!!♡,i dont want to be here anymore i wish i was dead",Suicidal
@Lady_Twitster Ah it's not the same since the old days when he of the orange-face was still around.,Not suicidal
is home from the gym and is going to sit on her butt all day,Not suicidal
HOW DID I JUST GIVE UP ON SLEEPING IM NOT EVEN TRYING ANYMORE I HATE MYSELF DAMN,Suicidal
I did not seek help,Suicidal
@kanter And waiting for sunrise in spring with an amazing colors,Not suicidal
@LozzaBlack About time! You should always listen to your wise friend Kate. She's the coolest!,Not suicidal
@alonpeer 10x man any tips or ideas?,Not suicidal
How to avoid the thoughts?,Suicidal
When I was in middle school I wanted to be emo don't judge,Suicidal
sbux is exclusively playing rostam and beck i am loving it,Not suicidal
@VrouwHolle aww I am proud to be your first reply and that I have taken over your updates haha,Not suicidal
RT @afrocybergal: i’ve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Suicidal
@declanshalvey yea you're right it's shite,Not suicidal
@MissXu that penclip is soooo cool!,Not suicidal
"@CollinB63,,Everyone says im better off but I dont want to be. I dont think that. It doesnt quite matter what I think anymore. So we out here.",Suicidal
@webfreelancer hi hi,Not suicidal
DCU SU elections today,Not suicidal
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. I… https://t.co/Nh4RvwANDg",Suicidal
"Offense or Defense , passive or violent. I cut my wrist and my heartbeat is silent",Suicidal
@mrsgiggles83 hey black hair suits u by the way,Not suicidal
Just booked @leawoodward and I in for 4D baby scan tomorrow - very exciting - can't wait to see our little girl,Not suicidal
CUT MY WRIST AND BLACK MY EYES,Suicidal
@CapnSkulduggery Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,Not suicidal
"Update on my phone real quick, it was in my car the whole god damn time. I really fucking hate myself. https://t.co/msTC1tVqOA",Suicidal
"@300pockets you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic, there's some resemblance!",Not suicidal
2 drunken besties stumble into my room and we run around with sober CJ and drunk Hope knocking on doors. Good times at 3am.,Not suicidal
still listening to some great music I got yesterday. amber pacific is awesome!!,Not suicidal
#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,Not suicidal
I jst sneezed twice. Me thinks there's at least one ghost in my house now.,Not suicidal
I woke up feeling great.,Not suicidal
@MiaMiaDC - Good morning!,Not suicidal
is getting ready to take Munchlet to the vet. Then doing absolutely nothing but relaxing! Next two days off.,Not suicidal
horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?!,Not suicidal
RT @Conteia_: I’m a fucking lunatic when I get angry it’s so terrible I need to work on this so bad before I end up doing something that fu…,Suicidal
@julieallinson hb!,Not suicidal
@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not suicidal
@JosephSadowitz @trs63 @forensicpathmd @drjudymelinek @NRA I don’t want your guns. Seriously. I’m not sure who does… https://t.co/1JZiyqovSd,Suicidal
What a great feeling and never gave up well done @67Shakey @BeWiser kept a cool head all weekend. #age is nothing https://t.co/GDFHwwsk2s,Not suicidal
"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",Not suicidal
"@dylanphayes Woop! I'm keen to head to Sydney/Melbourne. Even if YYY come here, we should still roadtrip",Not suicidal
"thanks to @Posh_Totty cant wait to get home from work tonight, for some reason",Not suicidal
Happieee birthday to our anni #AarthiSivaKarthikeyan 💕😍,Not suicidal
Why do people think of commiting suicide?,Suicidal
RT @narendramodi: Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,Not suicidal
@JamFactory and such a beautiful (if typically Mac'y) web site too,Not suicidal
@JennW Thank you!,Not suicidal
@TimNebergall @JudgmentCash @AlexGoodall Thanks for the Rt's Paul,Not suicidal
"Just watched Chuck, going out with Mel soon",Not suicidal
"@o_crunk Keep it up, you do good work!",Not suicidal
after sickness back to work,Not suicidal
@SexySubKaylee heh heh dirty is always good gurl! I like how you think,Not suicidal
 how I can be able to handle my stress and not feel like taking away my life,Suicidal
@Mileycyrus i love jesus too and im getting ready for school (&lt;3),Not suicidal
Data.gov comes to life! (even in the form of a jpeg image - all great things start like that ) http://data.gov/,Not suicidal
"Feel  like I want to be alone, like commiting suicide as a way of escaping shame, feel like moving away from the community …I feel a deep sense of hatred",Suicidal
"@ekalavyab saw it smetime back , bloody creative it is",Not suicidal
is now washed and dressed,Not suicidal
Gooooooood morning!,Not suicidal
"@MNTNTOP,,fuck this shit i want to be dead so i dont have to be here anymore https://t.co/1M6PZKhT9v",Suicidal
"while im fuckin at it, http://is.gd/q86o buy a shirt please",Not suicidal
"i'm leaving forever, if you'll miss me whatever",Suicidal
What makes my girlfriend cheat on me even after sacrificing everything for her sake,Suicidal
"@catherinemarche Ooh, that's lovely",Not suicidal
bb: Jackz47 Good morning fellow coffee lover Glad to know ur up with us...,Not suicidal
@foodphilosophy magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,Not suicidal
My work schedule for next week makes me want to DIE I’m not ready,Suicidal
"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",Not suicidal
@cassie2112 I don't wanna! tis too annoying &amp; hard! ...doing it all day tomorrow,Not suicidal
HootSuite monetizing Twitter - shurely shum mishtake? http://ow.ly/2g0Y,Not suicidal
 how can you convince someon who is about to commit suicide,Suicidal
Where are the easter eggs,Not suicidal
In tired of everything. Cant wait to die.,Suicidal
"Now playing J. Gardna ft 2 Pistols, Tone Trump &amp; Drop - Die Alone (Remix) (Dirty) on Street Style Radio",Suicidal
RT @BreakfastNews: “Regional Australia would be Siberia without the ABC”,Not suicidal
"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day",Not suicidal
@thatswhack74 WHOA I WANT SOME TOO,Not suicidal
@photojunkie I thought it said &quot;looking to get A shot&quot; for a second - I'm interested in both #mesh09,Not suicidal
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THO… https://t.co/BYzGwBrFWB",Suicidal
RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not suicidal
Totally bought High School Musical 3 today... and it was meant to be released tomorrow. Also bought a Wii Remote charger!,Not suicidal
@alexiaaa hahas sucks to be you,Not suicidal
RT @tamicakeyona: Being a single mommy was never part of the plan but I wake up everyday and do my shit💪🏾,Suicidal
@helicon: that is opt-in DM invites!,Not suicidal
going back to OS X after a forced 5 month hiatus with only my Windows and Linux boxes makes me a happy camper,Not suicidal
@RLN49 Too funny!,Not suicidal
@coollike don't quit Twitter,Not suicidal
@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,Not suicidal
RT @anjellycaa_: I’m at the point of the semester where I’m so tired of everything. I just want to roll over and die.,Suicidal
@AuntieCelene I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,Not suicidal
"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Suicidal
@redrobinrockn yes...but today daddy has them! i'm out for the day to work,Not suicidal
@xdcd What are you saying about yourself,Not suicidal
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,Not suicidal
"Congratulations, Jim! I'm a great editor, not a great media artist.",Not suicidal
RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,Not suicidal
@_aang21 I love you I love you 😥❤️,Not suicidal
@xsophiejane malese answered my question on twitter! check it outt on malese her twitter it's about youu !,Not suicidal
Goooooood morning Twitter-World!,Not suicidal
honestly i'm so tired of everything and myself can i just die already,Suicidal
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or will… https://t.co/0oWffNaMQb",Suicidal
bom dia twitters,Not suicidal
@geeklitebeta Had to follow after reading that tweet about &quot;Why is it that every second ...&quot;,Not suicidal
"@justinhayward pardon was just a little ad Iï¿½m currently testing twitter a bit, didnï¿½t want to confuse anyone!",Not suicidal
"The one damn time I don’t watch RAW, Becky and the Smackdown women’s division attack the RAW women’s division and B… https://t.co/YSb2Eq2QAb",Suicidal
@fisbeed get back to work,Not suicidal
prays for his new job career. praise god i got a new job.,Not suicidal
- Iowa No. 2 in happy! Yea!,Not suicidal
@TradingGoddess wow that was an experience you don't need to see repeated again glad he is ok.,Not suicidal
"w00t! Matt Elliot (Third Eye Foundation) playing GRV tonight Early gig (first act 8.15, curfew 10.30), if anyone fancies?",Not suicidal
@vindiekins I almost feel bad for my next post. Almost.,Not suicidal
hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,Not suicidal
"Tired of living life with the fear of not being liked. So for now on, FUCK IT I’m really livin’ now people!!!!!",Suicidal
@seamushayes ...it will only get worse come winter. The Chai at the Goldfish Bowl is the best out!,Not suicidal
Is it good to terminate my life?,Suicidal
how many people does he wanna rip it out of really,Not suicidal
@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it,Not suicidal
is excited for two more sleeps any she doesn't have to wear the stupid goggles to bed anymore.,Not suicidal
